0016b2d9-52b7-49c9-a034-c01a6071aacb.bam BS_CXN0498B
TCCGHmM230AAAAAPEI-6_S1_L001_R2_001.fastq.gz BS_V6S05GQN
TCCGHmM230AAAAAPEI-6_S3_L003_R1_001.fastq.gz BS_V6S05GQN
TCCGHmM230AAAAAPEI-6_S3_L003_R2_001.fastq.gz BS_V6S05GQN
TCCGHmM230AAAAAPEI-7_S2_L002_R1_001.fastq.gz BS_FV8Q9CCB
TCCGHmM230AAAAAPEI-7_S2_L002_R2_001.fastq.gz BS_FV8Q9CCB
TCCGHmM230AAAAAPEI-7_S4_L004_R1_001.fastq.gz BS_FV8Q9CCB
TCCGHmM230AAAAAPEI-7_S4_L004_R2_001.fastq.gz BS_FV8Q9CCB
a172408e-2e26-4ff9-9c71-2474eeb39a71.bam BS_84AQCZE4
a1a9a71c-33f1-409c-a530-7d186102eb0b.bam BS_6Q9PMNWY
a1d19476-7ec5-486b-b8bd-88106169b496.bam BS_FAKEWZ4X
a1d19476-7ec5-486b-b8bd-88106169b496.local.transcript.bam BS_FAKEWZ4X
a24970e1-3a3a-4e8b-b66d-f7b5de4af138.bam BS_NJPAD7BP
a24970e1-3a3a-4e8b-b66d-f7b5de4af138.local.transcript.bam BS_NJPAD7BP
a262a310-26a2-43a6-bc7f-52a32c29687a.bam BS_WBAYW291
a262a310-26a2-43a6-bc7f-52a32c29687a.local.transcript.bam BS_WBAYW291
a337027b-d7d3-4b7d-a0fb-9337cb6fc676.bam BS_Q3G5DAFR
a337027b-d7d3-4b7d-a0fb-9337cb6fc676.local.transcript.bam BS_Q3G5DAFR
a3b447c6-b09b-4e61-babf-a26e8c33f2b8.bam BS_QHFPXE9Z
a3b447c6-b09b-4e61-babf-a26e8c33f2b8.local.transcript.bam BS_QHFPXE9Z
a4342def-26a5-468a-84ea-f2065782412b.bam BS_HW4J7JM8
a48e17b9-3a0b-46ce-9098-a6ce73bba7b4.bam BS_DJ4Q7C30
a48e17b9-3a0b-46ce-9098-a6ce73bba7b4.local.transcript.bam BS_DJ4Q7C30
a4b31f87-8981-42e5-98bf-2c301ded31f0.bam BS_ACE6QKVF
a512e7d4-448a-4e24-95e0-5ba155dad78b.bam BS_00PC32BK
a5d516ae-5d89-472b-b98d-b0600d076b1a.bam BS_N27AZ47V
a5d516ae-5d89-472b-b98d-b0600d076b1a.local.transcript.bam BS_N27AZ47V
a5dbbc2e-1737-4fc8-bbed-a67990603605.bam BS_1C4WCNQF
a64b2db9-54b4-4d75-9d64-dd6d787a834a.bam BS_0Q8G4N8H
a7403225-98b3-421e-a691-0793671f7186.bam BS_MAVJ6TK3
a8476f0b-3896-4dba-bc73-605878831df3.bam BS_RBX1EERC
a8476f0b-3896-4dba-bc73-605878831df3.local.transcript.bam BS_RBX1EERC
a8c91f5f-a301-476b-9dca-30a43dd20281.bam BS_41TD9XET
a8fa3adb-f405-448b-abad-3b971fe19286.bam BS_RM6TTYQ5
a8fa3adb-f405-448b-abad-3b971fe19286.local.transcript.bam BS_RM6TTYQ5
a93339ee-b36e-4b0e-a621-7d7bc5ffdcb4.bam BS_62XRDTM6
a9a478fc-6897-4c9c-b9f6-ffd2130f5166.bam BS_F97ZCAVC
a9a478fc-6897-4c9c-b9f6-ffd2130f5166.local.transcript.bam BS_F97ZCAVC
a9cc0ff6-6018-496e-a6e4-56dd66807a8f.bam BS_CXDKK6KS
aa682cc2-d3b0-4ac6-879c-58694a96c963.bam BS_D8WBCKJP
aa682cc2-d3b0-4ac6-879c-58694a96c963.local.transcript.bam BS_D8WBCKJP
aa97a4a2-0044-4598-91a8-c8794ed28d11.bam BS_5R4BV7BD
aa97a4a2-0044-4598-91a8-c8794ed28d11.local.transcript.bam BS_5R4BV7BD
ab66fc21-915b-479c-8e29-73523ba61ce5.bam BS_3Y02XY2R
ab66fc21-915b-479c-8e29-73523ba61ce5.local.transcript.bam BS_3Y02XY2R
ab9b45a3-88a2-425e-b9c4-27189b16837b.bam BS_3P8R1BF8
ab9b45a3-88a2-425e-b9c4-27189b16837b.local.transcript.bam BS_3P8R1BF8
ac5c4053-fe6f-402f-855f-fa2bf741b06e.bam BS_3A2VTZ01
ac5c4053-fe6f-402f-855f-fa2bf741b06e.local.transcript.bam BS_3A2VTZ01
acb59dfa-3946-464e-a031-42bac7af62a0.bam BS_1Z9HD96J
acb59dfa-3946-464e-a031-42bac7af62a0.local.transcript.bam BS_1Z9HD96J
acda91d5-602d-4449-b54d-13b176a38427.bam BS_QTP40F50
acda91d5-602d-4449-b54d-13b176a38427.local.transcript.bam BS_QTP40F50
acf4c71a-00b7-4bf5-9569-1e697e6f0f12.bam BS_KG410ZMD
acf4c71a-00b7-4bf5-9569-1e697e6f0f12.local.transcript.bam BS_KG410ZMD
ad691490-84bc-43b7-ae14-2b3ea00ac258.bam BS_JCM1Y0CW
ad691490-84bc-43b7-ae14-2b3ea00ac258.local.transcript.bam BS_JCM1Y0CW
ada8c3d6-9fd0-4284-8441-0d6d5f27b3f0.bam BS_F1B71HTZ
ae3ac287-bc16-49f1-bff1-14eebdff7b08.bam BS_7YPB8ANK
ae3ac287-bc16-49f1-bff1-14eebdff7b08.local.transcript.bam BS_7YPB8ANK
af93da9b-e566-475d-bf7e-e9b1f0c4a3fe.bam BS_Q90A7KTD
af93da9b-e566-475d-bf7e-e9b1f0c4a3fe.local.transcript.bam BS_Q90A7KTD
afacdb5f-f44f-42bf-8327-a8ba740f5fc4.bam BS_SE82EQF8
afb1eb1a-4161-4a52-b426-ee1d2ef96007.bam BS_AR2BH0Z4
b00eda06-7a9c-4e3b-b4fc-1c7d1fdce651.bam BS_090GV72Q
b02c7e26-d0e3-4a8c-afca-b5495a83d04f.bam BS_JQS2X37G
b02c7e26-d0e3-4a8c-afca-b5495a83d04f.local.transcript.bam BS_JQS2X37G
b05e6b60-6041-4b65-a59b-3738cea10df7.bam BS_M5HB7JBT
b05e6b60-6041-4b65-a59b-3738cea10df7.local.transcript.bam BS_M5HB7JBT
b0ebfafb-75f8-4b1b-9d0c-4a6225df309c.bam BS_PMSZKZP7
b1606977-f438-4e8e-b510-66ef4748ccd6.bam BS_B3RH9V17
b1961c47-f876-493e-a366-9249a7fe86f1.bam BS_XR28WFEG
b1961c47-f876-493e-a366-9249a7fe86f1.local.transcript.bam BS_XR28WFEG
b2420c1a-77ae-4cc4-b474-7d1fa8efdfa3.bam BS_J9XT9DFQ
b2420c1a-77ae-4cc4-b474-7d1fa8efdfa3.local.transcript.bam BS_J9XT9DFQ
b2978be9-1a35-4d8b-940f-35444ab7183d.bam BS_603VGC45
b2978be9-1a35-4d8b-940f-35444ab7183d.local.transcript.bam BS_603VGC45
b2b14023-393a-47cd-aafc-17c280477e61.bam BS_P37Z7X2T
b2b14023-393a-47cd-aafc-17c280477e61.local.transcript.bam BS_P37Z7X2T
b2d1e5dd-95cd-46e5-a9f9-59273f3a152c.bam BS_2VHFP7M8
b32ad101-8993-4318-8a93-45253f9f70de.bam BS_JK5GTHVG
b37d73ce-ce1d-4c77-aa59-335f4f18d8c2.bam BS_CZD2T83G
b37d73ce-ce1d-4c77-aa59-335f4f18d8c2.local.transcript.bam BS_CZD2T83G
b3ab3b73-9366-4e83-a9b1-dd3c9fe46c54.bam BS_9YPJANGX
b3c8bc82-fe63-48a4-80b2-a4acadb3d3b9.bam BS_8AY2GM4G
b50c95cc-4acf-4a72-a49a-32b9e408c19e.bam BS_3RDGCW8J
b50c95cc-4acf-4a72-a49a-32b9e408c19e.local.transcript.bam BS_3RDGCW8J
b5eb5686-06e6-4793-91a8-fa4880178dc8.bam BS_742CDKAS
b603e064-8e0f-4895-8e14-a5f2680019dd.bam BS_M2MSWKBC
b67fe72b-23e4-46c8-ba20-cf3890599036.bam BS_SSQPAAES
b67fe72b-23e4-46c8-ba20-cf3890599036.local.transcript.bam BS_SSQPAAES
b73f775d-a72a-4527-bf01-aab685ca1f00.bam BS_NJ0MAK43
b73f775d-a72a-4527-bf01-aab685ca1f00.local.transcript.bam BS_NJ0MAK43
b755eaeb-f87d-4834-b37d-0fb92e86d7fe.bam BS_R7YMKNJN
b7ff93b4-df4b-4f3d-ae39-f4d234db8fd3.bam BS_ZJT1REVB
b8c00d6f-7d71-402b-b043-ea33d7447516.bam BS_BD4RQ1G0
babf6c6a-7a6d-4616-bc58-7409c3ed6a77.bam BS_DJEVCH34
baf594df-bd32-4e0f-a17b-b9153c78ad6c.bam BS_EP25TTAG
bcaf9785-d757-487d-a4a5-38e495771280.bam BS_GS9JCK55
bd634976-1bef-4c49-add1-8a44cc12c68f.bam BS_1JMTTKMK
bd671bee-332d-4975-9af9-019e6feb7db9.bam BS_RVVDNCH4
bd671bee-332d-4975-9af9-019e6feb7db9.local.transcript.bam BS_RVVDNCH4
bdeaf0aa-29c5-4f39-afc1-57afd7f1d79c.bam BS_6Y7FX7QJ
bdede161-6576-434c-971e-e49db4bca8ce.bam BS_Q4NXZKV0
bdede161-6576-434c-971e-e49db4bca8ce.local.transcript.bam BS_Q4NXZKV0
be3cc865-e1d1-4254-b1cf-27227e66ef24.bam BS_0PQGSCJA
c0a35623-335e-4c6d-bcec-5a29a81830ce.bam BS_YBCQBCQC
c18130c5-ca43-4750-9519-79fa16f38fb4.bam BS_R4CG1R6H
c18130c5-ca43-4750-9519-79fa16f38fb4.local.transcript.bam BS_R4CG1R6H
c2492618-91a2-43a8-904d-43a1ba4162f9.bam BS_A1DV9T7G
c2c1ab2a-f74c-46a5-9080-6d129efb85c4.bam BS_6EC7RA1P
c2c1ab2a-f74c-46a5-9080-6d129efb85c4.local.transcript.bam BS_6EC7RA1P
c2f67823-2884-4ac8-b64c-0e5928189f8d.bam BS_QRYP0KQX
c2f67823-2884-4ac8-b64c-0e5928189f8d.local.transcript.bam BS_QRYP0KQX
c3493fac-77ef-423e-a6e1-9b983f1a3bb1.bam BS_8ARPAPTV
c3493fac-77ef-423e-a6e1-9b983f1a3bb1.local.transcript.bam BS_8ARPAPTV
c370b07a-2905-4650-9dce-b2b1482afc6f.bam BS_16JT2DCA
c421977c-949d-443d-92e1-5524b4fad9ee.bam BS_G6GCCPVQ
c421977c-949d-443d-92e1-5524b4fad9ee.local.transcript.bam BS_G6GCCPVQ
c4635ef1-1bbe-4ecb-9f61-00eb3e9f2104.bam BS_5V2XCW17
c540b9d4-c71f-4436-b56e-8d48cb05beb3.bam BS_BEQ50Q8T
c540b9d4-c71f-4436-b56e-8d48cb05beb3.local.transcript.bam BS_BEQ50Q8T
c5d5924b-4902-41f9-907b-f8e4a4592a2d.bam BS_YYWSAXT4
c5d5924b-4902-41f9-907b-f8e4a4592a2d.local.transcript.bam BS_YYWSAXT4
c6a9e946-f4a6-4a1b-8699-1275ef98942d.bam BS_FP7N365Q
c6a9e946-f4a6-4a1b-8699-1275ef98942d.local.transcript.bam BS_FP7N365Q
c733f0e2-839a-472a-8a0c-a0163cf56601.bam BS_4TQRDM4H
c733f0e2-839a-472a-8a0c-a0163cf56601.local.transcript.bam BS_4TQRDM4H
c7377bb7-2297-4404-a801-250eac9ef363.local.transcript.bam BS_DVYBFVT8
c73e4096-f96e-42c0-8b0e-6ccba77c3574.bam BS_RJW1ATYV
c73e4096-f96e-42c0-8b0e-6ccba77c3574.local.transcript.bam BS_RJW1ATYV
c7890ad8-1146-446c-9fd7-6b1820b9736b.bam BS_P36C0ABE
c7fec177-d624-44f7-a6bb-a5e552a74c0c.bam BS_ZBAHV2K0
c7fec177-d624-44f7-a6bb-a5e552a74c0c.local.transcript.bam BS_ZBAHV2K0
c898eaac-6844-4061-8165-8084adf665e5.bam BS_ZCK2N3JS
c898eaac-6844-4061-8165-8084adf665e5.local.transcript.bam BS_ZCK2N3JS
c929fff9-ee36-4623-8126-980a3f8f03ac.bam BS_3108RS7G
c9a5cc49-07c5-4631-8b4b-601740b410c1.bam BS_0RF0G9SQ
ca6dd4a7-480a-4fab-bbaa-885118adda00.bam BS_9E632VPJ
cb4c8061-478a-4959-9dd9-7010b38386bd.bam BS_SK949N33
cb5f41e0-b340-41f0-b15b-77a7724a2223.bam BS_MVE7S08F
cb5f41e0-b340-41f0-b15b-77a7724a2223.local.transcript.bam BS_MVE7S08F
cc6e5478-1f18-4399-893d-a5f13c3e4ed7.bam BS_E42SSQGJ
ccb24aa3-f604-4e90-9a89-637071a42c34.bam BS_H0638GZT
ccb99e05-09b6-4e3d-a52a-9d8f1ecb4fab.bam BS_FJJYE9RJ
ccb99e05-09b6-4e3d-a52a-9d8f1ecb4fab.local.transcript.bam BS_FJJYE9RJ
cccf22ed-ba00-4134-8db6-dd21acc7c5f7.bam BS_WPCBK1EG
cee7e98e-1bbd-4675-9d60-849a9f96987f.bam BS_JJX73N3C
cee7e98e-1bbd-4675-9d60-849a9f96987f.local.transcript.bam BS_JJX73N3C
cf3da1d9-dbbe-49f1-b309-8befa341b49c.bam BS_WC3907W7
cf3da1d9-dbbe-49f1-b309-8befa341b49c.local.transcript.bam BS_WC3907W7
cfc97fb4-e4a4-47f7-8527-e7d0bdecee46.bam BS_F5V8CWXT
cfd10919-8cb0-4e42-8055-9e39cb090c8f.bam BS_50XV7CTQ
d09daa79-b787-400b-a785-6eea53da3380.bam BS_EPM623G4
d112b2e2-54dd-4ce0-be4c-2b5740ec4e40.bam BS_CYVX1Y98
d112b2e2-54dd-4ce0-be4c-2b5740ec4e40.local.transcript.bam BS_CYVX1Y98
d17abcd8-d8c1-4813-8f55-6dc0a578b659.bam BS_1SANNMF9
d17abcd8-d8c1-4813-8f55-6dc0a578b659.local.transcript.bam BS_1SANNMF9
d1ff4e1a-d23a-4bf3-b273-d27a1e0869ab.bam BS_D5WD0PMQ
d1ff4e1a-d23a-4bf3-b273-d27a1e0869ab.local.transcript.bam BS_D5WD0PMQ
d4207c87-bee3-487e-a58d-6b74619d27d7.bam BS_ZGTXEX6Q
d4207c87-bee3-487e-a58d-6b74619d27d7.local.transcript.bam BS_ZGTXEX6Q
d44e0d55-0f05-46fa-a251-3e2fa7bde53e.bam BS_2F70R10Z
d4ab8e54-091f-4c2a-a3de-dfebf7d474d0.bam BS_KY3JWG0T
d4ab8e54-091f-4c2a-a3de-dfebf7d474d0.local.transcript.bam BS_KY3JWG0T
d51b5528-af01-456f-b4df-ed8a97eb9815.bam BS_BAYR135N
d51b5528-af01-456f-b4df-ed8a97eb9815.local.transcript.bam BS_BAYR135N
d5c3743a-417f-42e9-aa34-221350485437.bam BS_2N4BYN6V
d5c3743a-417f-42e9-aa34-221350485437.local.transcript.bam BS_2N4BYN6V
d79347a6-4ab7-4de6-b452-ad6819880500.bam BS_WY1BJ27Q
d79347a6-4ab7-4de6-b452-ad6819880500.local.transcript.bam BS_WY1BJ27Q
d7cbb979-d47c-4a55-9f24-6a11061de4ed.bam BS_2H780B1M
d7cbb979-d47c-4a55-9f24-6a11061de4ed.local.transcript.bam BS_2H780B1M
d8542c4c-2907-49d4-9a76-cdac93413cd9.bam BS_XBE002WV
d8cc8e6b-b22f-4921-8c69-d820935e0bc1.bam BS_X587KT9X
d8cc8e6b-b22f-4921-8c69-d820935e0bc1.local.transcript.bam BS_X587KT9X
d9258d8b-f2f9-4a53-a437-c0a38cdb44ea.bam BS_40SFMZK3
d9258d8b-f2f9-4a53-a437-c0a38cdb44ea.local.transcript.bam BS_40SFMZK3
daca0ed1-11da-4641-98d7-8f981208b07b.bam BS_WXKCR17Q
dad49a2a-89ea-49ae-8d00-9b3b0df1958b.bam BS_XA91ZTQV
dad49a2a-89ea-49ae-8d00-9b3b0df1958b.local.transcript.bam BS_XA91ZTQV
daf6e16f-73ed-43ce-8f05-196f8b474ac1.bam BS_3NR4JEJ3
daf6e16f-73ed-43ce-8f05-196f8b474ac1.local.transcript.bam BS_3NR4JEJ3
dbad0342-720c-47a7-b4c7-872cbc2f4aa8.bam BS_BPYRTB3T
dc5ffd87-5298-4c08-adb9-3b08a67fc20d.bam BS_K2QPAC61
dc5ffd87-5298-4c08-adb9-3b08a67fc20d.local.transcript.bam BS_K2QPAC61
dcdca991-6c52-44eb-945c-29234a92f3bd.bam BS_MW63FCZC
dcf353f9-700e-4558-a664-e36a166d6498.bam BS_ZHJFX6C9
dcf9f7cd-8825-426f-af87-faaf857c5de9.bam BS_4WB11V4Z
dcf9f7cd-8825-426f-af87-faaf857c5de9.local.transcript.bam BS_4WB11V4Z
dd47e7e2-2298-4720-becd-805258ce14dd.bam BS_8KKFY3M3
dd47e7e2-2298-4720-becd-805258ce14dd.local.transcript.bam BS_8KKFY3M3
dd7a3ac6-4e49-4f0d-97cd-ad9fea8e9018.local.transcript.bam BS_AE6172K9
dda9058c-cbe6-4526-9e25-de44c0827d95.bam BS_F7X8QP9D
dda9058c-cbe6-4526-9e25-de44c0827d95.local.transcript.bam BS_F7X8QP9D
ddcf4b8c-1caa-4fa4-9c2b-fa1a9e7df998.bam BS_ZPFPXSSN
de098874-849d-436b-9a02-3509106151a2.bam BS_DFX15W7J
de098874-849d-436b-9a02-3509106151a2.local.transcript.bam BS_DFX15W7J
de9a7391-4b76-4e0c-a1aa-47f0ab0dc281.bam BS_D3HGVVDY
de9a7391-4b76-4e0c-a1aa-47f0ab0dc281.local.transcript.bam BS_D3HGVVDY
dfc0e743-2a0e-46c6-986a-f3991b8ed717.bam BS_3AC5J8MQ
dfc0e743-2a0e-46c6-986a-f3991b8ed717.local.transcript.bam BS_3AC5J8MQ
e0d768dc-4bd0-4c1a-a105-5eca9bda4913.bam BS_3GSGMV4T
e1270b24-bc50-47e8-997a-afff60b5b396.bam BS_NJV6A585
e18195a1-f04d-4270-ac12-6b4e3accf8a1.bam BS_D6J8ZW8Z
e18195a1-f04d-4270-ac12-6b4e3accf8a1.local.transcript.bam BS_D6J8ZW8Z
e344ed01-e0c7-4c34-990b-fdcfec557d48.bam BS_VPGCVSYB
e347a9da-5b5c-4aa7-8e7a-90dc91a326e3.bam BS_Q5XKTB1V
e5e769c1-eed2-4600-8adc-d06be86b8ee5.bam BS_R5M6EX2Q
e5e769c1-eed2-4600-8adc-d06be86b8ee5.local.transcript.bam BS_R5M6EX2Q
e6bf847f-a9a5-4fb1-a80c-4450c4e8524a.bam BS_9Y4ARHYV
e6bf847f-a9a5-4fb1-a80c-4450c4e8524a.local.transcript.bam BS_9Y4ARHYV
e6d4f9e4-e997-405e-aefa-3ec75d52e051.bam BS_F93VX9JF
e6d4f9e4-e997-405e-aefa-3ec75d52e051.local.transcript.bam BS_F93VX9JF
e75bf9b8-024d-40a2-b479-bdafff50130b.bam BS_Q0XBZP88
e78a8747-e411-48db-80cb-ca8460c8de76.bam BS_ZV21J6YW
e8318b75-85ef-4bab-979d-418c6bf58105.bam BS_V9FZVFQV
e8361e05-d8da-480c-846f-7ecfcfda4653.bam BS_YVFFHJ1Q
e8864067-93ab-4d9f-8032-d5708b73f629.bam BS_Z9SDRDBV
e8864067-93ab-4d9f-8032-d5708b73f629.local.transcript.bam BS_Z9SDRDBV
e8cdb2dd-88df-4051-9fc4-7ac57902644e.bam BS_M5XZM3BS
e8cdb2dd-88df-4051-9fc4-7ac57902644e.local.transcript.bam BS_M5XZM3BS
e8e8ef67-be05-49d5-8e34-6cf6ed14da08.bam BS_C6F01J94
e8e8ef67-be05-49d5-8e34-6cf6ed14da08.local.transcript.bam BS_C6F01J94
e957629a-9ff6-4315-b43f-20d2f12f2080.bam BS_MSB1RDAJ
e97784dd-cb59-466a-88ae-6b6af9ac757a.bam BS_DAEM3WRX
e99ae608-4e63-405b-b244-a5cde567dbfa.bam BS_B9P407ER
e99ae608-4e63-405b-b244-a5cde567dbfa.local.transcript.bam BS_B9P407ER
e9b8782c-5aef-4760-a668-ff4390729f39.bam BS_T1SNKF50
ea5a08d3-eb70-4be3-a587-f3721401400c.bam BS_CPVPMHXG
ea5a08d3-eb70-4be3-a587-f3721401400c.local.transcript.bam BS_CPVPMHXG
ead71f71-8271-44f4-a42e-2ff2d38fb7c8.bam BS_KDE3PDT6
ebdd5ac9-6aee-47f6-ba73-34a9d61f7db8.bam BS_C0KW8E88
ebdd5ac9-6aee-47f6-ba73-34a9d61f7db8.local.transcript.bam BS_C0KW8E88
ebf0a6ac-8f37-4771-a991-62ee6eb4ef2b.bam BS_N1FFMME1
ebf0a6ac-8f37-4771-a991-62ee6eb4ef2b.local.transcript.bam BS_N1FFMME1
ebfdaa7f-1e10-46b4-8249-03cf61bd0a99.bam BS_8MQYNQAD
ebfdaa7f-1e10-46b4-8249-03cf61bd0a99.local.transcript.bam BS_8MQYNQAD
ed770b63-3560-4c08-b630-82e4370e38cc.bam BS_Z5HBM05F
ed770b63-3560-4c08-b630-82e4370e38cc.local.transcript.bam BS_Z5HBM05F
ee012563-6cc5-4a01-a493-5f38c9f0b750.bam BS_M4638P63
ee012563-6cc5-4a01-a493-5f38c9f0b750.local.transcript.bam BS_M4638P63
ee0cd547-6000-4f82-a207-fa0a4fa56ecd.bam BS_75VHXMZN
ee18aee3-9928-4143-9930-1c47ab6b06a2.bam BS_9SSVWGM7
ee18aee3-9928-4143-9930-1c47ab6b06a2.local.transcript.bam BS_9SSVWGM7
eed16a9a-9bd5-46d7-b816-92743de99aa8.bam BS_W5P7SPDH
ef0e22d0-0026-4025-a942-ee234c4ee97f.bam BS_ARS1M94Q
ef0e22d0-0026-4025-a942-ee234c4ee97f.local.transcript.bam BS_ARS1M94Q
ef749f35-0531-42f1-8109-feed65aab565.bam BS_NXHXTSKM
ef749f35-0531-42f1-8109-feed65aab565.local.transcript.bam BS_NXHXTSKM
efb51ed1-9cae-4228-ae90-880489dc933b.bam BS_J9G8D8MW
efb51ed1-9cae-4228-ae90-880489dc933b.local.transcript.bam BS_J9G8D8MW
efd921a0-6991-4990-9492-23c2f323add9.bam BS_AGAW7M7W
f102140a-ec3a-47eb-bb06-7a7072e5e383.bam BS_85PRPXQD
f102140a-ec3a-47eb-bb06-7a7072e5e383.local.transcript.bam BS_85PRPXQD
f1398ce0-0761-432d-9337-67faa51b6cdd.bam BS_2TEANY43
f1398ce0-0761-432d-9337-67faa51b6cdd.local.transcript.bam BS_2TEANY43
f2556839-35ac-4300-a5a6-7600d7d99e40.bam BS_PAP2CMR6
f2556839-35ac-4300-a5a6-7600d7d99e40.local.transcript.bam BS_PAP2CMR6
f2847553-2d97-43fd-b1bb-a740d0f13518.bam BS_042DVDQM
f2865f66-5fe1-4fec-9053-ff06df0ad944.bam BS_KP0YNTAK
f2cdc25a-f986-47c5-b65a-d4ff7ef64357.bam BS_3H6PB30G
f2cdc25a-f986-47c5-b65a-d4ff7ef64357.local.transcript.bam BS_3H6PB30G
f31cfeba-54b4-42d6-8b98-59bdadde84ba.bam BS_KHSYAB3J
f32c9620-0fb8-4571-a107-01ccf2e7d57e.bam BS_QA1XDG3B
f32c9620-0fb8-4571-a107-01ccf2e7d57e.local.transcript.bam BS_QA1XDG3B
f37ab20d-51e9-4202-9925-ef27a3c3b1c9.bam BS_C7H7KYM4
f37ab20d-51e9-4202-9925-ef27a3c3b1c9.local.transcript.bam BS_C7H7KYM4
f3c0f5cc-6e1b-402f-8ace-679cd89ab00d.bam BS_SK4H5MJQ
f3cb6177-d400-4f79-bec8-db2a3c9279b0.bam BS_SGXSV08F
f3cb6177-d400-4f79-bec8-db2a3c9279b0.local.transcript.bam BS_SGXSV08F
f3ebe588-e488-41d5-a6b4-c54073f72441.bam BS_PE6W3CYA
f3ebe588-e488-41d5-a6b4-c54073f72441.local.transcript.bam BS_PE6W3CYA
f486aba6-2dda-407a-ae31-8520d3bb8240.bam BS_154FP4ZQ
f4a07632-dffe-41cd-bb1d-55c7eb131c52.bam BS_P7CY04E7
f4a53fba-9955-4e09-b1b3-1a1fbbcb1186.bam BS_EZJR0CYF
f4a53fba-9955-4e09-b1b3-1a1fbbcb1186.local.transcript.bam BS_EZJR0CYF
f4b78217-ca77-423a-a0a6-807b85eac5d5.bam BS_0CKJA28H
f4b78217-ca77-423a-a0a6-807b85eac5d5.local.transcript.bam BS_0CKJA28H
f4fac8b5-bcce-4d63-a3fe-6d44c51f93a3.bam BS_Z9NCH2XA
f66be394-ee8b-4687-bb37-77263a4ae846.bam BS_WYEV6M38
f66be394-ee8b-4687-bb37-77263a4ae846.local.transcript.bam BS_WYEV6M38
f6d21e25-c13d-414f-812e-c68d4fed82d6.bam BS_WD7AQV83
f718ce74-8ff3-429e-a148-3fe0b2d0869e.bam BS_CMVGDGBN
f718ce74-8ff3-429e-a148-3fe0b2d0869e.local.transcript.bam BS_CMVGDGBN
f7fb8eb7-bdf0-4363-8eaf-39671df7bc99.bam BS_0QEBZX3M
f8469d31-4e8e-4cf3-a46e-c035fe017384.bam BS_6XP91JM2
fa4094df-bd94-42a4-9a45-08de4f490728.bam BS_X8G3586D
fb40bd44-cdcf-4990-b279-a9da45383330.bam BS_ZPBKFYJ3
fb40bd44-cdcf-4990-b279-a9da45383330.local.transcript.bam BS_ZPBKFYJ3
fd00dd74-d49a-4fc4-a23a-19fde9a5fa2a.bam BS_H1K33JVK
fd435d73-1507-41b7-8dee-95ffad8a78cf.bam BS_4DH81TZN
fd435d73-1507-41b7-8dee-95ffad8a78cf.local.transcript.bam BS_4DH81TZN
fd71d699-8d84-42b0-b3f2-aaf0dbdfd71c.bam BS_40Z7WCD3
fd71d699-8d84-42b0-b3f2-aaf0dbdfd71c.local.transcript.bam BS_40Z7WCD3
fd7df336-ef66-4c78-9603-8925e7465e25.bam BS_FBJ516WW
fd8d53d2-5707-47fb-a446-9af5a3f63285.bam BS_V0AGX25P
fd8d53d2-5707-47fb-a446-9af5a3f63285.local.transcript.bam BS_V0AGX25P
fdfbafd2-84f3-44aa-8e67-8a7ba0fe8bac.bam BS_39WPGVHF
fdfbafd2-84f3-44aa-8e67-8a7ba0fe8bac.local.transcript.bam BS_39WPGVHF
fe95fb5d-8470-4b99-8e0e-81236be2bd00.bam BS_SFQQNW8G
fe95fb5d-8470-4b99-8e0e-81236be2bd00.local.transcript.bam BS_SFQQNW8G
ff016964-95ed-4deb-91db-cf0397e8f1b2.bam BS_KBPBCWA0
ff89934d-5da9-4fce-a4e5-3159b17d8fc2.bam BS_2RJN5Z4W
ffee66b8-fbd5-4cee-92c5-ff78094f87bf.bam BS_B6KCJF2B
00235545-9a85-49df-bf07-94f342824efc.bam BS_T96ZHHK7
00adc99a-c59c-4791-aca8-d7754621a4ce.bam BS_7XEH55CB
01a10aa5-2c21-43fa-a4d2-23a202f5513f.bam BS_470XJZ9G
01acb7cc-82fd-4073-af2b-9b6f416efef1.bam BS_KKV7WAG3
03beafab-b791-4ed5-bafd-9cb90a902f1b.bam BS_S7MPY3T4
03c5c962-bdae-47fc-92d4-18c82a55fb1f.bam BS_VX7QTZGJ
03e14d90-27bc-4fc6-ba5b-7f7195e7fe79.bam BS_PSAZZC71
041f15e1-6417-4e0f-b8bc-4623c75da340.bam BS_SY0S6QFV
04d81bd0-b3f0-40e9-86a7-bf8233d6f685.bam BS_SDDK3Q44
050e340f-300d-4eb5-a2b9-3a01d4cf60c3.bam BS_MKSMSB6J
068fc9c2-9413-4184-b6c0-929330d9e460.bam BS_0A99GJGD
07108995-95cb-4a91-a5af-697f8b4cce06.bam BS_1TKNKGBD
075197a3-24f0-4b81-97e1-bc9469b03fdc.bam BS_ZJF3N0DE
08698dd1-6c19-43b4-b94f-f2019b44baa3.bam BS_X75SX2EH
088e4840-fffd-4db0-b09a-ee5468d8d44f.bam BS_YKT1NAJQ
08aaccb3-8853-4104-ad97-535d30010768.bam BS_5VSK2DHE
0940ce03-aa9d-479b-9b48-6ca5a53bc9ba.bam BS_38CSCAJ1
09f144a7-b57b-4681-b9e3-fd2626817659.bam BS_4XTPR2VM
